영화제목,영화링크,평점,댓글
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,"10점이나 1점이나 둘 다 말도안되는 점수들이고, 그냥 딱 5~6점 수준의 누구에게 추천해주기는 애매한 그런 영화...정상회담이라는 부제를 정치적인 대화소재로 풀어가려고 애쓰는데 연출자체가 재미 없어서 사실상 다 보고나면 잠수함 전투씬 밖에 생각 안나는 그런 영화...11,000원을 여기 투자하느니 정치드라마를 좋아한다면 하오카나 지정생존자를 넷플가입해서 보는것이 낫고, 밀덕이라면 2500원짜리 헌터킬러를 네번 보는게 낫다....데이트로 이 영화를 생각중이라면 차라리 뮤지컬을 보거나 전시회가거나 분위기 좋은 카페에서 2시간동안 수다떠는게 낫다.."
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,잠수함이라는 제한된 공간에서 벌어지는 스토리라서 집중도를 더하는것 같아 시간가는줄 모를 정도
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,뻔한 스토리...지루하다..
라이언 일병 구하기,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=18988&target=after,10,
룸,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=130989&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,왜구씨종자들 부들부들 할 영화내요. 토착왜구당과 왜구씨종자들은 평점 제로줄듯
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,일단 정치색을 떠나서 너무 너무 비현실적
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,ㅋ모하비cf인가 좀비영화에 드리프트라니 ㅋㅌ 오줌마려워서 빨리가고싶더라
부산행,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=130966&target=after,1,그냥 저냥 그랬네요. 연출 연기등 어설픈느낌을 지울수가없었습니다. 그래도 새로운 시도는 응원합니다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,더러운 좌파 정권이 만든 홍보영화
버드 박스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=171475&target=after,7,나름 킬링타임용으로 나쁘지않음내용비슷한 영화하나더있는데나무?인가가 인간들에 보복해서 밀집해있는인간들 자살하게끔만드는..그리고 팝타르트 ppl너무티남..ㅜ그거 너무맛없는데..영화에서 ppl알아채기쉽지않은데..넘 티나더라ㅡㅡㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,대깨문들이 좋아할만한 영화
미션 임파서블,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=17626&target=after,8,액션 연출만큼은 올해 나온 작품이라해도 믿을 정도. 톰 크루즈의 익살스런 모습 또한 키 포인트
Jam Docu 강정,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=86334&target=after,1,제주도 해군기지 노무현이 작품인데 뭔 명박이가 그랬다고 헛소리하네ㅋㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,오랜만에 괜찬은 영화를 보고 감상평을 남기려 들어 왔더니 역시나정신 못차리는 과학의 30% 열일 중이네요.감상평을 남기자면 하고싶은말 다했고 각자 진영간 시선(국제적인 시선 포함) 잘 균형 잡았다 생각합니다. 물론 한국영화이니 한국에입장에서 이해하는 것이 당영하겠죠. 결말에대한 생각은 일본 전체의 의견이 일부 극우성향의 의견과는 일치하지 않기를 바라는 마음에서 나온 결말이라 이해합니다.한국영화에 발전이 느겨지는 잠수함 전투씬은 정말 압권이었습니다.기대하지 않고 봤는대. 이렇게 뜻밖에 선물을 득하는 군요.뭐 만점에 영화는 아니지만 테러하는 인간들에 반대한다는 의미로 별점은 남김니다.자국의 통일을 반대하고 썩은 뿌리에 달라붙어 사는 인간들에게 권하는 영화 되겠습니다.참고로 반도가 300만을 넘겼다면 이영화는 500만은 해야 하는 영화라고 생각이 되네요.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,한쪽으로 쏠렸네 문정권답다
우리 동네,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=66145&target=after,9,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,이게 영화냐? 무슨내용인지도 모르겠고친구랑 같이가서 둘다 자고나왔다이딴식으로 만들거면영화 만들지마 돈 버려 시간버려장난하는거여?
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,ㅋㅋㅋ 곽도원 말고는 다 캐스팅미스ㅋ유치하고 어색하고ㅋ 그나마 잠수함만 쪼금 볼만했음ㅋ영화에서도 우리나라는 선택권없는 약자의 모습이라 씁쓸했다..
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,2,난 부산행도 진짜 더럽게 재미없던대
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,매드맥스: 분노의 한국
아이즈 와이드 셧,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=25420&target=after,7,화려한 출연진과 복잡한 스토리가 다 무얼 위한 건지..과대포장 빈약한 알맹이 진부한 연기.보고나서 시간 아깝단 생각이 들었다. 연극  한 편 본 기분.
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,8,부산행 봤지만 색다르게 잼있었어요~기대감을 내려놓으면 재미있게 관람하실 수 있어요^^
82년생 김지영,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179482&target=after,10,뭐임ㅋㅋㅋ 이거 왜 20대 남자가 여자보다 더 많이본거임?ㅋㅋㅋ 책도보고 영화도 봤다는 댓글들 다 남자라고 생각해도 되는거지?ㅋㅋㅋ
지푸라기라도 잡고 싶은 짐승들,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179181&target=after,9,지루하지 않게 잘 봤습니다. 영상도 스토리도 좋았어요. 명작까지는 아니더라도 오랜만에 한국영화에서 볼만한 영화가 나왔네요. 전도연씨의 연기는 정말 멋집니다.
타이타닉 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=80857&target=after,2,
세인트 주디,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=168051&target=after,9,여주인공 지적이고 참 맘에 드네요.
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,글 한번도 안남겨본 사람인데 부끄러울정도의 스토리와 연출 이네요. 너무 재미없어서 소름 끼쳐요.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,밀리터리 덕후로서 후반 잠수함씬 정말 예술이었음...전쟁 영화광인데 한국 영화에서도 이 정도 퀄리티의 전투 장면을 뽑아내다니 참 신선했음. 잠수함씬때문에 2번째 재관람 예정임. 이 장면은 다시봐야 더 흥미진진하다 그래서...암턴 밀덕들 꼭 보세요
벌새,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=179307&target=after,10,
펭귄 하이웨이,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=177381&target=after,4,음침하고 기분나쁜 주인공한테 시달렸을 가상이지만 누나와 주변 여자 역할들이 불쌍하다 스토리가 산으로 가고 전달되는 바가 없는 이런 내용에 작화를 여름느낌나게 열심히 그려야했던 작화팀에 4점을 준다 도저히 끝까지 집중할수가 없고 기대되는 바가 없어 꺼버리고 평점을 찾아보니 옳은 선택이었다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,영화보는 내내 고문당하는 느낌이었습니다.
소년 아메드,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185269&target=after,8,중2병 아들 둔 엄마로서 마지막에 울컥했다. 다르덴 형제는 이 참담한 현실에도 불구하고 인간성에 대한 믿음을 일관되게 견지하고 있다는 게 놀랍다. 교육자의 신념인가.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,밀덕에게 디테일뽕은 줄 수 있겠지만 남북을 주제로 한 영화로 보자면 20년전 쉬리나 공동경비구역보다도 훨씬 떨어지는 수준의 서사를 담고 있는 정치영화. 통일의 소망까지는 좋으나 타국의 이미지까지 심으려는 사상주입식 영화가 어떻게 영화는 영화일 뿐이라고 말할 수 있는지. 좌파코드는 한국영화계를 퇴보시키는 새로운 적폐라고 봐야 한다.
아메리칸 셰프,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=109920&target=after,10,솔직히 요즘에나오는영화보다 훨신재밌었어요
열혈형사,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=186704&target=after,2,보다가 껐음. 너무 3류느낌
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,스릴 있고 아주 재밌게 봤어요!
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,음 실망했어요감독님 보고 선택했는데 ^^
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,진짜 똥을 싸질러 놨네. 유치하고 지루하고 엉성하고 어이없다.
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,4,부산행의 반도 못하다 해서 반도. . .. 가 맞는듯
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,"미국 대통령을 영구로 묘사해 놓으니 설득력을 스스로 무너뜨리고 있네요. 개그나 풍자로 보려해도 웃기지도 않고, 예리하지도 않구요. 전작의 날카로움을 기대했다면 실망할 수밖에 없습니다."
쥬만지: 넥스트 레벨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=187349&target=after,10,"개인적으로 상당히 재밌어서 세 번 봤음. 다소 올드하게 느껴질 수 있는 소재지만, 오히려 잘 쓰이지 않는 스토리인데다 배경, 의상 등 퀄리티도 좋아서 부담없이 본 거 같음. 중간 중간 나오는 웃긴 포인트가 한 두개가 아닌데ㅋㅋㅋ 사람마다 다르겠지만 솔직히 웃겼고 주인공 한명 한명이 표정 연기도 진짜 재밌게 잘했다고 생각함. 나이에 상관없이 가볍게 즐기면서 볼 수 있는 영화."
에이트 빌로우,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=58323&target=after,10,이 이야기는 아주 눈물없이 볼수 없는 신화 스토리
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,많은 국민들이 봤으면하는 희망이 듭니다♡♡
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,안녕하세요 알바 댓글 입니다 ㅈㄴ재밌었요
프리즈너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194285&target=after,2,"오지호 형님,,, 대체 왜,,,, 제 인생 드라마인 추노 송태하 형님께서 대체 왜??? 추노를 비롯해서 환상의 커플, 오마이 금비 등등 정말 좋은 작품에서 좋은 연기 보여주셨고 충분히 그 정도 역량이 있으신 분인데,,, 팬으로써 속상하네요,, ㅠ"
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,8,주동우 때문에 보고 주동우 때문에 울었다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,"정우성, 유연석 모두 한 국가의 수장을 연기하기엔 너무 어렸고, 초반 극중 설정은 눈쌀을 찌푸릴 정도였다 영부인이 수학교사라는 직업은 그렇다 쳐도 6.25 휴전협정 문서 내용 물어본거 모른다고 고작 맞받아치는게 10cm 원 넓이는 얼마냐고?? 수학선생이??? 잠수함 액션신 아니었음 진즉 중간에 때려치고 나왔을거임 곽도원 배우님 보는 사람 짜증나게 하는 연기 하난 볼만했음 기승전 일없슴미다"
야구소녀,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189633&target=after,10,최초 여자 프로선수의 길을 걷는 수인의 아픔과 그를 향한 차별의 눈초리에 마음이 아프다가도 그런 세상을 오직 실력만으로 바꾸난게 좋았다. 최초의 무엇으로 뒤의 여성들에게 길을 열어준 세상의 많은 주수인에 감사를 표한다. 더불어 점점 여성연대가 가시화 되어가는 듯해서 뿌듯하다.
키싱 부스 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=184520&target=after,10,넘 재밌게봤어요. 3편도 기대중이예요
장난스런 키스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180381&target=after,10,
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,3,국산 좀비는 처음부터 날렵하고 지능높게 만들어놔서 연출력부분에서 감당을 못하는것 같다살아있다는 극장용은 아님 혼자 심심풀이용임한국도 이제 좀비물을 만들 실력되는데좀더 심혈을 기울려서 작품성 흥행성 다잡길바랍니다 부산행 보다 발전해야 될거아녀?
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,"인물과 배우가 매치도 않되고 스토리가 좀,,,"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,3,"내가 영화를 보고 기억에 남는 것 두가지1. 북한 잠수함 조정 겁나 잘함. 세계 최강의 잠수함 부대임2. ""일 없습니다""하다 끝남"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,초반지루함에.잠수함만 멋있음...
여고괴담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=19092&target=after,10,음 아주 그레이트 하군
밤쉘: 세상을 바꾼 폭탄선언,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=191143&target=after,10,권력을 이용해서 성적인 욕구를 채우는 기득권자들을 다룬 내용입니다.
